title,content0,content1,content2,content3,content4,content5,content6,content7,content8,content9,content10,content11,content12,content13,content14,content15,content16,content17
第14章 全场笑我颠，唯有老鬼信我言,“走走走！鬼魅，你马上就知道我说的是真的了！而且那里的饭可香了！”,菊斗罗拉着鬼斗罗，一路风风火火地朝着枫染亭的方向冲去。,那速度快得，简直像是要去参加什么重要的约会一样。,,,,,,,,,,,,,,,
第15章 凭空造魂环，插队者哭了,这边，黄金一代已经用餐完毕，正拿着钱，眼巴巴的看着林枫。,林枫慢悠悠地站起身，伸了个懒腰。,“行了，该抽奖了，谁先来？”,胡列娜三人立刻眼睛发亮，兴奋之色溢于言表。,“前辈，我先来！”,胡列娜立刻把金魂币放在柜台上，等待着林枫”奖赏“。,她今天除了主食之外，还点了一份水果沙拉，消费了四百金魂币。,这么点钱对于刚获得了三十万金魂币的她眼都不带眨一下的，此刻这只小狐狸只期盼着自己能获得好点的奖励。,就在这时，店门被推开了。,只见是菊斗罗拉着鬼斗罗的胳膊走了进来。,“前辈！”菊斗罗一看到林枫，立刻变成了舔狗模式，“今天又来叨扰您了！”,那副殷勤的样子，跟昨天刚进门时的嚣张形成了鲜明对比。,鬼斗罗跟在后面，眼神不断打量着店内的环境。,说实话，他对菊斗罗的话还是将信将疑。这家看起来普普通通的小饭店，真的有那么神奇？,“嗯。”林枫瞥了菊斗罗一眼，当看到他身后的鬼斗罗时，心里顿时开心了不少。,但他表面上还是一副淡漠的样子，“先在一边等着，我给他们抽完奖再说。”,菊斗罗连忙点头：“好的好的，前辈您先忙！”,他拉着鬼斗罗坐到一边，压低声音道：“老鬼，你仔细看着，马上就轮到见证奇迹的时刻了！”
第15章 凭空造魂环，插队者哭了,鬼斗罗半信半疑地点点头，眼神死死盯着林枫。,林枫回到胡列娜面前，右手轻抬，食指在虚空中轻点。,“开始抽奖。”,【消费:400金魂币。】,系统的声音在林枫脑海中响起。,【系统评价：小韭菜终于舍得消费了呢！而且还没有浪费食物，表现很不错！】,【随机奖励：八千年魂环一枚。】,【宿主奖励：美食积分40。】,看着胡列娜的抽奖结果，林枫嘴角微微勾起。,一枚八千年魂环，正好符合胡列娜现在的需求。,这丫头现在已经突破四十级了，估计正愁着需要第四魂环呢。,结果系统直接就给她安排上了，还真是贴心啊。,【哼！杂鱼宿主别想太多，本系统只是不想看这只小韭菜浪费时间去猎魂而已。】,【她要是去猎魂森林待个把月，这期间枫染亭不就少了个忠实消费者？】,【本系统这可都是为了你的积分着想呢！】,系统的声音在林枫脑海中响起，那毒舌的语气里满满都是傲娇。,林枫在心里偷笑，嘴上倒是不说破。,
第15章 凭空造魂环，插队者哭了,反正不管怎样，胡列娜能拿到魂环，自己也能赚到积分，这是双赢的好事。,“你的奖励是…”,林枫故作神秘地停顿了一下，看着胡列娜那期待的小眼神，这才慢慢开口。,“八千年魂环一枚。”,只见他右手轻轻一挥，一个散发着幽深紫光的魂环就这样凭空出现，缓缓悬浮在半空中。,见到这一幕，胡列娜三人齐齐倒抽一口冷气，眼珠子都快瞪出来了。,而坐在一旁的鬼斗罗，原本还将信将疑的表情更是直接凝固了。,“这…这真的是八千年魂环！”,鬼斗罗的声音都在颤抖。,作为封号斗罗，他当然能感受到这枚魂环的真实性。,这绝对不是什么幻术或者障眼法，而是货真价实的八千年魂环！,菊斗罗在一旁得意洋洋：“老鬼，现在相信我说的话了吧？”,但此刻鬼斗罗已经被震惊的无法回答了，只能木纳的点了点头。,而胡列娜此时却陷入了纠结。,她看着眼前这枚散发着诱人光芒的魂环，心情五味杂陈。,激动是肯定的，毕竟八千年魂环的价值不言而喻。,可问题是…,“前辈，我…我能吸收这枚魂环吗？”
第15章 凭空造魂环，插队者哭了,胡列娜的声音带着明显的担忧：“按照常理，第四魂环的极限年份应该是五千年。”,“八千年的话，我担心会…”,她没有说完，但在场的所有人都明白她的意思。,超出承受极限的魂环，很有可能会让魂师爆体而亡！,听到胡列娜的担忧，林枫摇了摇头，语气就好像很无奈似的。,“你在我这消费，我自然不会害你。”,说罢，甚至都没对方回话，直接对着那魂环一点。,下一秒，那八千年的魂环，竟丝滑的融入胡列娜的身体，瞬间完成吸收！,“这……”,胡列娜瞪大眼睛，完全没反应过来发生了什么。,她只觉得一股温和的力量从魂环中涌出，如暖流般在体内流淌。,没有任何痛苦，没有任何撕裂感。,原本应该让她爆体而亡的八千年魂环，此刻却温驯得像只小猫，乖乖融入她的身体。,“吸收了？八千年魂环，就这么.....被我给吸收了？”,魂力等级也从刚突破的四十级，直接跃升到了四十二级！,邪月和焱见此，也是纷纷为胡列娜赶到高兴。,至于鬼斗罗？他早就彻底石化了。,
第15章 凭空造魂环，插队者哭了,胡列娜还沉浸在突然提升的狂喜中，邪月已经跃跃欲试了。,“前辈，我也要抽奖！”,邪月激动得眼睛发光，看着妹妹那副美滋滋的样子，他恨不得立马也来一发。,“我先来我先来！”,结果话音刚落，焱那魁梧的身躯突然出现，一屁股就把邪月这个细狗给挤到一边去了。,“哎哎哎！焱！”邪月被挤得差点摔倒，“你怎么能插队！”,“先到先得！”焱嘿嘿笑着，屁股直接坐在柜台前的椅子上。,焱满脸兴奋地把金魂币往柜台上一拍，眼睛里闪着小星星：“前辈，我要抽奖！”,林枫瞥了一眼兴奋的焱，又看了看被挤到一边的邪月。,“插队？”,林枫的声音依旧慵懒，但其中透出的危险意味让焱瞬间僵住了。,【消费:500金魂币。】,【系统评价：这个韭菜不听话，本系统很不爽！这种杂鱼只配领垃圾奖励！】,【随机奖励：魂力微弱提升。】,【宿主奖励：美食积分50。】,看到系统给出的奖励，林枫眼角抽搐了一下。,昨天焱消费一百金魂币都是魂力微弱提升，今天消费五百金魂币竟然还是给个魂力微弱提升？,不过想想也对，焱这种毕竟差一点就触犯到本店的规则。
第15章 凭空造魂环，插队者哭了,如果焱是在点餐的时候插队，恐怕就真的算是违反规则了。,到时候甚至就连他的积分都得缩水！,“魂力微弱提升。”,说出这话的时候，林枫的语气都极为淡漠。,最终，林枫在焱惴惴不安的注视下，右手轻轻一挥，一道极其微弱的光芒没入他的体内。,经过两次的魂力提升，焱的魂力等级也终于来到了四十级。,只不过他的心情却是一点也高兴不起来。,且不说这和刚才胡列娜拿到的八千年魂环比起来，这奖励简直是一个天上一个地下。,更重要的是，他刚才的愚蠢行为，貌似又不小心得罪了林枫！,,,,,,,,,
第16章 激动的鬼斗罗,看着焱这副惴惴不安的样子，林枫慵懒地抬了抬眼皮。,“下次再敢这样，你也上观察名单吧。”,这话就像一记重锤，直接敲在焱的心头。,他脸色瞬间变得惨白，豆大的汗珠从额头滚落。,观察名单啊！,要是上去了，那下一步可就是黑名单了啊！,一想到再也不能进来吃饭抽奖，焱的双腿都开始发软。,“前辈！我错了！我真的错了！”,焱连忙从椅子上跳起来，一个劲的对着林枫道歉，就差给林枫当场磕一个了。,“我不该插队！我不该不守规矩！我发誓以后绝对不会再犯这种错误！”,林枫瞥了他一眼，懒洋洋地摆摆手。,“算了，看在你是初犯的份上，这次就不跟你计较了。”,“但下次再有类似行为…”,林枫的话没有说完，但那冷淡的语气已经让焱心领神会了。,“是是是！绝对不会有下次！”焱如蒙大赦，连连点头。,就在这时，菊斗罗突然掏出一个精致的小本本，在上面写写画画，嘴里还念念有词。,“不能插队…不能闹事…不能浪费食物…”,他写得极其认真，那模样就像个小学生在做课堂笔记。
第16章 激动的鬼斗罗,“不能质疑菜价…不能想着吃霸王餐…不能质疑前辈的话…”,看着这位九十五级封号斗罗如此认真地记录着“饭店守则”，胡列娜三人都忍不住嘴角抽搐。,鬼斗罗凑到菊斗罗身边，看着小本本上那一条条“禁令”，眼神古怪地压低声音问道：,“你这上面写的…难道都是你昨天犯过的错？”,鬼斗罗这句话问得轻飘飘的，却像一块巨石砸进了平静的湖面。,菊斗罗那拿着小本本奋笔疾书的动作瞬间僵住。,他那张妖娆的脸，先是唰地一下变得惨白，然后又以肉眼可见的速度涨成了猪肝色。,空气，仿佛在这一刻凝固了。,菊斗罗机械般地、一寸一寸地扭过头，对上了鬼斗罗那双充满了探究的眼睛。,“胡说八道！”,半晌，菊斗罗才从牙缝里挤出四个字，声音尖锐得有些变调。,“我…我这是在总结经验！是为我们武魂殿的后辈们总结宝贵的经验！免得后面的蠢货也犯同样的错误！”,他挺直了腰板，脸上硬生生挤出一副“我为武魂殿操碎了心”的严肃表情，指骨用力地敲了敲小本本。,“对！就是这样！”,鬼斗罗眉头直跳，那张常年被黑气笼罩的脸上，此刻的表情古怪到了极点。,以他对自家老搭档几十年的了解，恐怕菊斗罗昨天在这里，不是被这位神秘的林前辈狠狠教训了一顿，就是丢了天大的人。,看这反应，八成是两样都占了。,
第16章 激动的鬼斗罗,鬼斗罗在心里默默吐槽，嘴上却没再追问，只是在做什么都不知道地点了点头，把视线重新投向了柜台。,那里，邪月已经恭恭敬敬地来到了之前焱的位置上。,他亲眼目睹了焱因为插队而受到“惩罚”，又看到了妹妹因为一顿饭就凭空获得了八千年的魂环，此刻的心情既是激动又是忐忑。,他小心翼翼地将四百五十枚金魂币放到柜台上，然后学着胡列娜的样子，对着林枫深深鞠了一躬。,“前辈，该我抽奖了。”,这恭敬的态度，让林枫心里很是受用。,他瞥了一眼柜台上的金魂币，心中默念。,“系统，开奖。”,【消费:450金魂币。】,系统的女声在脑海中响起。,【系统评价：又是一颗懂事的小韭菜，表现尚可。】,【随机奖励：武魂小幅度强化，月刃武魂锋利度大幅度提升。】,【宿主奖励：美食积分45。】,武魂强化？,林枫眉毛一挑，这个奖励不错，对邪月来说是实打实的战力提升。,他抬起眼皮，看着一脸期待的邪月，慢悠悠地开口。,“你的奖励，是武魂小幅度强化。”,“你的月刃，会变得比以前锋利很多。”
第16章 激动的鬼斗罗,话音落下，林枫伸出食指，对着邪月的方向轻轻一点。,一道银色的锐利流光从他指尖迸发，快如闪电，瞬间没入邪月的眉心。,邪月只觉得一股冰冷而锋锐的能量涌入四肢百骸，最终汇聚于他的武魂之上。,他甚至能清晰地“听”到自己的武魂在发出一阵阵兴奋的嗡鸣。,“唰！”,他下意识地抬起双手，两柄造型优美的血色月刃瞬间出现在掌中。,月刃刚一出现，整个饭店的空气似乎都变得凌厉了几分。,胡列娜和焱都下意识地后退了半步，他们能感觉到，邪月手中的那对月刃，散发着一种前所未有的危险气息！,那血色的刃身上，光泽流转，刃口处甚至泛着一层淡淡的寒芒，仿佛看上一眼，眼睛都会被刺痛。,“好…好锋利！”,邪月瞪大眼睛，感受着手中武魂传来的澎湃力量，声音都因为激动而颤抖。,他甚至有一种感觉，现在的他，如果再和焱切磋，甚至无需魂技，只凭这对月刃的锋利，就能轻易破开对方的防御！,“我的攻击力，至少提升了三成！”邪月激动地握紧了月刃，看向林枫的眼神充满了狂热的崇拜。,这简直是神迹！,只是吃一顿饭，就能让武魂得到如此恐怖的强化！,一旁的焱看得眼睛都红了，心里那叫一个后悔啊。,武魂强化啊！这可比单纯的魂力提升珍贵多了！,
第16章 激动的鬼斗罗,如果自己刚才规矩点，是不是也能抽到这么好的奖励？,他苦着一张脸，看向林枫，发现前辈压根就没看他，顿时更郁闷了。,而另一边，作为旁观者的鬼斗罗，那张常年笼罩在黑气下的脸，此刻已经彻底失去了表情管理。,震撼！,前所未有的震撼！,他看向林枫的眼神，已经从最初的怀疑，变成了和菊斗罗如出一辙的敬畏与狂热。,他终于明白，菊斗罗为什么会那么失态了。,面对这样的存在，任何的骄傲和矜持，都显得那么可笑。,这是一个天大的机缘！,一个能让武魂殿，甚至整个大陆格局都发生改变的巨大机缘！,想到这里，鬼斗罗再也无法保持那份属于封号斗罗的沉稳。,他猛地转过身，一把抓住了还在小本本上奋笔疾书的菊斗罗的衣领！,“月关！”,“啊？”,菊斗罗冷不丁被鬼斗罗抓住，整个人都懵了。,“老鬼你干什么！撒手！快撒手！”,菊斗罗尖叫起来，拼命想掰开鬼斗罗的手。,可鬼斗罗那双干枯的手此刻却像是铁钳一般，死死地箍着他的衣领。
第16章 激动的鬼斗罗,“他们抽完了吧？！是不是抽完了？！”,鬼斗罗双眼赤红，哪里还有半分平日里阴冷诡谲的模样，他抓着菊斗罗的衣领疯狂摇晃，嘴里急切地追问着。,“该我们了吧？！是不是该我们点餐了？！快啊！你倒是快问问前辈啊！”,,,,,,,,,,,,,,,
第17章 这人变脸怎么不扣豆啊？,“老鬼~快放手，我快喘不过气了！”,菊斗罗的脸因为缺氧而涨成了酱紫色，他拼命拍打着鬼斗罗定手臂。,见到菊斗罗这副快要翻白眼的样子，鬼斗罗这才猛地回过神来，赶紧松开了手。,“咳咳咳！”,菊斗罗一下子瘫软在座位上，捂着脖子剧烈地咳嗽起来。,他一边喘着粗气，一边用颤抖的兰花指指着鬼斗罗，气得话都说不利索了。,“你…你个老鬼！你想谋杀我啊！”,“武魂殿长老内讧，你要是把我掐死了，这丑闻明天就能传遍整个大陆！”,然而，鬼斗罗此刻根本没心思理会他的控诉。,那双常年隐藏在黑雾下的眼睛，此刻正死死地盯着柜台后的林枫，里面燃烧着的是前所未有的狂热火焰。,“月关！别废话了！”,鬼斗罗的声音沙哑而急切，他一把将还在咳嗽的菊斗罗拽了起来。,“快！轮到我们了！我们快去点餐！”,看着自家老搭档这副彻底失态、宛如魔怔了的模样，菊斗罗心里的那点怨气突然就散了。,取而代之的，是一种过来人的优越感。,他轻咳两声，慢条斯理地整理了一下被鬼斗罗抓得皱巴巴的衣领，每一个动作都透着一股刻意的优雅。,他理了理自己的发梢，随后伸出手指，轻轻戳了戳鬼斗罗的肩膀。,“老鬼，要淡定~”
第17章 这人变脸怎么不扣豆啊？,菊斗罗学着林枫那副云淡风轻的样子，嘴角微微上扬，眼神里带着几分“你还太年轻”的意味。,“瞧你那没见过世面的样子，把我们武魂殿长老的脸都给丢尽了。”,鬼斗罗：“……”,而另一边，黄金一代三人看到这一幕，差点没当场笑出声。,焱的肩膀抖得跟筛糠似的，他死死地捂着嘴，脸都憋红了。,邪月也是拼命地低下头，假装继续欣赏自己的武魂，但那不断抽搐的嘴角已经出卖了他。,胡列娜算是三人里定力最好的，但她也忍不住翻了个大大的白眼，小手下意识地摸了摸储物魂导器里那几张崭新的金卡。,忍住！一定要忍住！,这可是三十万金魂币的封口费啊！,拿人钱财，与人消灾。,今天就算天塌下来，菊长老在他们眼里也是那个风度翩翩、威严满满的封号斗罗！,绝对不是昨天那个跪在地上哭得鼻涕冒泡，还被撑得翻白眼的憨憨！,在“教训”完自家老搭档后，菊斗罗这才心满意足地转过身，重新面向柜台后的林枫。,前一秒还端着封号斗罗的架子，一副“你还太嫩”的过来人姿态。,后一秒，那张妖娆的脸上瞬间堆满了谄媚的笑容，腰也下意识地弯了下去，活像个见到了财神爷的店小二。,这变脸速度，看得鬼斗罗满头黑线。,“前……前辈！”,
第17章 这人变脸怎么不扣豆啊？,菊斗罗搓着手，脸上笑得跟朵盛开的菊花似的。,“那三个小家伙都抽完奖了，您看……我们是不是可以点菜了？”,他的声音放得又轻又柔，生怕惊扰了这位爷。,看着菊斗罗这堪比川剧变脸的绝活，林枫的眼角都忍不住抽动了一下。,这人变脸怎么不扣豆啊？,虽然林枫心里也想吐槽，但表面上只是平静的点了点头，算是应允了。,得到林枫的应允，菊斗罗的脸上瞬间笑开了花。,然后一把拽过还在旁边发愣的鬼斗罗，把对方按在了座位上。,紧接着，他以一种近乎虔诚的姿态，双手捧起了桌上的菜单。,那动作小心翼翼的，不像是捧着一本菜单，倒像是捧着什么绝世珍宝。,鬼斗罗被他这副模样搞得一愣，但也立刻正襟危坐，将目光投向了菜单。,依旧是九级菜单（中级）。,每一道菜的名字都霸气侧漏，而它们后面的价格，更是足以让任何一个魂师望而却步。,然而，鬼斗罗只是最初惊讶了一下，随即便恢复了平静。,贵吗？,一点都不贵！,和刚才胡列娜那种第四魂环就能吸收八千年的，以及邪月那肉眼可见的武魂强化比起来，这点钱又算得了什么？,这简直是白菜价！
第17章 这人变脸怎么不扣豆啊？,“月关，这位前辈这里…是消费越高抽奖越好吗？”鬼斗罗压低声音，语气中带着难以抑制的激动。,“那是自然！”菊斗罗一脸的理所当然，“前辈这里，童叟无欺，一分钱一分货！”,闻言，鬼斗罗只觉得每一道都散发着致命的诱惑。,他越看越激动，越看越眼热。,最终，一股难以抑制的冲动涌上心头，鬼斗罗鬼使神差地脱口而出。,“这么多好东西，真想全都来一份尝尝啊！”,话音刚落。,整个饭店的空气，瞬间凝固了。,“唰！”,几道目光，齐刷刷地钉在了鬼斗罗的身上。,胡列娜、邪月、焱三人齐齐打了个哆嗦，看向鬼斗罗的眼神，充满了怜悯与同情，就像在看一个即将踏上刑场的死囚。,他们的脑海中，不约而同地浮现出昨天菊斗罗被撑得翻白眼，最后还被没收了仙草奖励的悲惨画面。,而菊斗罗，几乎是下意识的瞥向林枫。,而菊斗罗，几乎是下意识地瞥向柜台后那张摇椅上的林枫。,就是这一眼，差点把菊斗罗的屎都给吓出来。,只见林枫那双原本半眯着的慵懒眼眸，此刻缓缓睁开，饶有兴致地瞥了鬼斗罗一眼。,那眼神里没有杀气，没有威压，甚至没有一点情绪波动。,
第17章 这人变脸怎么不扣豆啊？,有的，只是一种纯粹的好奇与玩味，甚至还勾了勾嘴角。,完了！,这个老鬼，怎么就这么想不开，非要上赶着作死呢？,昨天他自己作死被撑个半死，还丢了仙草的场景还历历在目。,难道今天就要眼睁睁看着自己的老搭档步上后尘？,不！,绝对不行！,电光火石之间，他想都没想，反手就是一个大逼兜，结结实实地抽在了鬼斗罗的后脑勺上。,啪！,清脆响亮的一声，在寂静的饭店里显得格外突兀。,鬼斗罗鬼魅，武魂殿位高权重的长老，九十五级的封号斗罗，此刻正捂着自己的后脑勺，整个人都懵了。,他缓缓转过头，那双隐藏在黑雾下的眼睛，此刻写满了三个大字：我是谁？我在哪？谁打我？,当他看到菊斗罗那张因为紧张而略显扭曲的脸庞时，一股怒火“噌”地一下就从心底直冲天灵盖！,他这辈子都没受过这种委屈！尤其还是被自己这么多年的老搭档，当着三个小辈的面，给来了一个大逼兜！,“月关！你疯了？！”,鬼斗罗几乎下意识的就要拍桌子，结果在他的手掌解除桌面之前。,菊斗罗就面色惊恐的抓住对方的手腕，随后身形猛的一扭，就这么水灵灵的来了个擒拿手。鬼斗罗那张黑漆漆的脸，就这么与冰凉的桌面来了个亲密接触......,
第18章 家暴现场？不太饿的菊斗罗,鬼斗罗感觉自己的脸贴在冰凉的桌面上，那股子怒火突然就熄灭了。,取而代之的，是一股巨大的困惑。,菊斗罗这是干什么？,这家伙虽然平时妖里妖气的，但从来不会无缘无故对自己动手。,更别说是在这种场合！,鬼斗罗的脑子飞快地转着，试图理解当前的状况。,月关刚才为什么一脸惊恐？为什么要拦住自己？为什么要把自己按在桌子上？,一定有什么他不知道的情况！,而另一边，黄金一代三人看着这一幕，眼珠子差点瞪出来。,心想这两位长老不会是在这里闹内讧吧？,不对！,难道是......家暴！？,而坐在摇椅上的林枫，脸上也闪过一丝呆滞的表情。,这个菊花又在搞什么幺蛾子？,昨天刚因为作死被自己教训了一顿，今天又开始整活了？,不过林枫很快就收敛起脸上的表情，重新恢复了那副云淡风轻的样子。,算了，反正这两个活宝爱怎么折腾就怎么折腾，只要别影响他赚积分就行。,鬼斗罗被按在桌子上好一会儿，终于忍不住开口了。
第18章 家暴现场？不太饿的菊斗罗,“月关！到底怎么了？”,他不是傻子，相反，能够修炼到封号斗罗的层次，鬼斗罗的智商绝对不低。,他这种反常的行为，绝对有原因。,菊斗罗深吸一口气，脸上的表情变得前所未有的严肃。,“老鬼，你听好了。”,他压低声音，眼神里闪烁着昨天那次惨痛经历留下的阴影。,“在这里，绝对不许浪费食物！”,鬼斗罗被按在桌子上，脸贴着冰凉的桌面，声音有些发闷。,“我又没说要浪费！我只是说想都尝尝而已！”,“你刚才不是说想全都来一份尝尝吗？”,菊斗罗的声音带着一丝颤抖，显然是被昨天的经历给吓怕了。,“你知道这意味着什么吗？意味着你要把菜单上的所有菜都点一遍！”,“那又怎么样？我又不是吃不完！”,鬼斗罗还是没有意识到问题的严重性，语气里带着几分不服气。,“老子好歹也是封号斗罗，这点饭量还是有的！”,听到这话，菊斗罗差点没当场给跪了。,“你听我说！”,
第18章 家暴现场？不太饿的菊斗罗,菊斗罗的声音都快哭出来了，他死死按着鬼斗罗，生怕对方再说出什么惊天动地的话。,“在这里，哪怕是封号斗罗，和普通人的饭量也相差无几！”,“什么？”,鬼斗罗愣了一下，这话听起来有些不太对劲。,“你开什么玩笑？我们封号斗罗的体质，怎么可能和普通人一样？”,“不信你问那三个小家伙！”,菊斗罗指了指旁边的黄金一代三人，,胡列娜三人听到这话，连忙点头如捣蒜。,“对对对！鬼长老，前辈这里的食物能量含量超高！”,“昨天菊长老就.....”,焱几乎下意识的就要说出菊斗罗被撑的翻白眼一事，但还好他及时想起他们收了三十万封口费的事，赶忙改口道：,“昨天菊长老就验证了，两道菜就吃饱了。”,闻言，鬼斗罗沉默了。,过了好一会儿，鬼斗罗才用那种略带埋怨的语气开口道：,“那你为啥非要把我按在桌子上？直接告诉我不行吗？”,他堂堂九十五级封号斗罗，什么时候受过这种待遇？,这要是传出去，他鬼斗罗的老脸还要不要？,菊斗罗微微一愣，眨了眨眼睛。
第18章 家暴现场？不太饿的菊斗罗,对哈……,他好像直接说就行了…..,貌似是自己太过应激了。,想到昨天在林枫面前的种种丢脸表现，菊斗罗的脸色有些尴尬。,“那个……”菊斗罗的声音有些发虚，“我这不是担心你吗？”,他小心翼翼地松开了按在鬼斗罗身上的手，然后讪讪地退到一边。,鬼斗罗缓缓从桌子上抬起头，那张黑乎乎的脸上满是幽怨。,虽然他也能看出来月关是在为自己担心，只是这种担心的方式…确实有点让人抓狂。,“咳咳！”菊斗罗摆摆手，脸上挤出一个尴尬的笑容。“咱们还是赶紧点菜吧，别让前辈久等了。”,说着，他连忙把菜单推到鬼斗罗面前，“今天我请客。”,鬼斗罗揉了揉自己的后脑勺，恶狠狠地瞪了菊斗罗一眼，但也没再计较。,他重新把注意力转向菜单，但这次也不会再说什么“全都来一份”的蠢话了。,“龙血糯珊瑚饭…这名字听起来就很补啊。”,鬼斗罗咂咂嘴，“还有这个玄眼寒磷鱼，光听名字就知道不是凡品。”,他的手指在菜单上划过，最后停在了酒水一栏。,“彼岸玉露酒…这酒听起来就很不错，就这些了，麻烦前辈了。”,听到鬼斗罗的点菜，菊斗罗总算松了一口气。还好，这老鬼总算没有作死。,
第18章 家暴现场？不太饿的菊斗罗,但就在这时，菊斗罗的眼神突然变得有些古怪。他摸了摸自己的肚子，脸上闪过一丝纠结的表情。,“前辈，那个…我…”,菊斗罗的声音有些迟疑，他瞥了一眼鬼斗罗，又看了看林枫，最后咬咬牙开口道：“我想要一份七彩果沙拉。”,这话一出，鬼斗罗瞬间瞪大了眼睛。,他压低声音，”你怎么就点一份沙拉？”,菊斗罗的脸色变得更加尴尬，他支支吾吾地说道：“那个…我…我现在还不太饿…”,“不饿？”鬼斗罗的眼神变得更加怪异，“那也不至于就点一份沙拉吧？而且你还说消费越高，奖励越好，就算是为了奖励，也得多点一些吧？”,“我…”菊斗罗的声音越来越小，最后干脆把头埋了下去。,实际上，昨天那顿饭实在是太撑了，他到现在肚子还是涨涨的。,要不是因为不想浪费今天的抽奖，菊斗罗连一份沙拉都不会点。,就在菊斗罗扭扭捏捏的时候，林枫已经进入了厨房。,在鬼斗罗眼里，这位神秘的饭店老板走路都透着一股慵懒的味道，但手段却是令人惊为天人。,只是鬼斗罗绝对猜不到的是，林枫一进厨房，整个人的气质瞬间就变了。,那种随性慵懒被收敛起来，取而代之的是开心的对着面前一顿挥拳，把空气揍成“重伤”。,“好耶！店内封号斗罗级别的韭菜已经逐渐开始增多了，我就要迎来自己的人生巅峰了！”,一想到那种场景，林枫整个人都充满了干劲！,,
第19章 菊斗罗偷鱼不成反被踹,几分钟后，厨房里传出了阵阵诱人的香气。,那股香味刚一飘出来，鬼斗罗整个人瞬间僵住了。,“这…这是什么味道？”,鬼斗罗的鼻子不由自主地抽动着，那双常年隐藏在黑雾下的眼睛，此刻瞪得老大。,这香味简直太不可思议了！,他修炼这么多年，走南闯北，什么山珍海味没吃过？,可是这股香味，却让他有种前所未有的感觉。,肉香，米香，还有一股说不出的奇异香味混合在一起。,闻一口，就感觉全身的细胞都在欢呼雀跃！,最要命的是，鬼斗罗发现自己的口水开始不争气地往外冒。,他堂堂九十五级封号斗罗，什么时候因为闻到食物的味道就口水直流？,这也太丢人了！,鬼斗罗赶紧把口水咽了回去，生怕被别人看到。,可是那股香味越来越浓，越来越诱人。,他的肚子开始不争气地“咕咕”叫了起来。,“好香！好香啊！比我们的三级菜单香多了！”,焱在一旁忍不住咽了咽口水，“我现在又想吃了怎么办？”,“你刚吃完还没半个小时好吧！”
第19章 菊斗罗偷鱼不成反被踹,邪月翻了个白眼，但他的眼神也忍不住往厨房的方向瞟。,胡列娜也是忍不住轻轻舔舐嘴角，但最终也只能苦笑：“可是前辈说过，一个人一天只能吃一顿啊。”,三人对视一眼，皆是默默垂泪。,他们也好想早点吃到更高级的菜品啊！,哪怕不为了抽奖，就单纯的满足口舌之欲！,就在三人陷入美食焦虑症的时候，林枫已经端着托盘走了出来。,“你们的菜来了。”,鬼斗罗瞬间坐直身体，那双眼睛直接锁定在托盘上，眼神比看到绝世美女还要炙热。,托盘上，菜品散发着令人窒息的香气。,龙血糯珊瑚饭呈现出诱人的樱红色，每一粒米饭都晶莹剔透，上面点缀着红宝石般的配料。,玄眼寒磷鱼则是通体银亮，鱼眼部分居然还在微微发光，鱼肉嫩白如雪，仅仅看一眼就让人食指大动。,至于那杯彼岸玉露酒，更是散发着淡淡的蓝色荧光，酒香阵阵，让人闻之欲醉。,相比较之下，菊斗罗那边就“寒颤”了许多。,虽然那七种不同的果实的沙拉在胡列娜等人眼中已经是求之不得的美味，但和鬼斗罗那边的“硬菜“一比，确实显得有些...清淡。,不过想想自己昨天被撑得翻白眼的惨状，菊斗罗也只能默默接受这个“朴素”的选择。,鬼斗罗端起那碗龙血糯珊瑚饭，手都有些微微颤抖。,这香味…太诱人了！,
第19章 菊斗罗偷鱼不成反被踹,他小心翼翼地舀起一勺，放到嘴里。,瞬间！,鬼斗罗整个人都愣住了。,这是什么神仙味道？！,那一粒粒樱红色的米饭在口中爆开，释放出浓郁的香甜。,每一粒米都充满了说不出的能量，在舌尖上跳跃，在味蕾上绽放。,“卧c.....”鬼斗罗差点说出脏话，但最终还是忍住了。,他发誓，这是自己这辈子吃过最好吃的一顿！,什么山珍海味，什么仙酿琼浆，和眼前这碗饭比起来，简直就是猪食！,鬼斗罗顾不上什么封号斗罗的风度了，开始疯狂地往嘴里扒饭。,并且时不时再夹一筷子鱼肉拌进饭里一起下肚。,“慢点吃，别噎着…”旁边的菊斗罗看得都有些担心。,但下一秒，他自己也顾不上说话了。,菊斗罗怀着复杂的心情，轻轻尝了一口自己的七彩果沙拉。,瞬间，心中所有不好的情绪都消散了，脑海里只剩下两个字——好吃！,虽然只是简单的果沙拉，但每一种水果都带着特殊的香甜，在口中层层递进，形成了完美的和谐。,昨天被撑得翻白眼的痛苦？算个屁啊！,错失奇茸通天菊的懊恼？去他大爷的！
